Geneid	gene_name	control_R1	control_R2	control_R3	sox8_oe_R1	sox8_oe_R2	sox8_oe_R3
ENSGALG00000032592	FAM237B	89	94	132	47	24	30
ENSGALG00000009035	GTPBP10	3590	3782	3447	3845	1459	1575
ENSGALG00000054178	CLDN12	4086	3195	4338	3189	432	589
ENSGALG00000053519	NA	35	24	43	34	28	36
ENSGALG00000009044	NA	7129	8417	8337	9669	4915	4449
ENSGALG00000050087	NA	5	5	22	0	21	29
ENSGALG00000009062	CDK14	457	293	253	451	96	214
ENSGALG00000009064	FZD1	250	512	275	344	462	361
ENSGALG00000053445	NA	0	0	0	0	0	0
ENSGALG00000040724	AKAP9	6858	8338	8797	7578	22171	20040
ENSGALG00000009365	CYP51A1	12352	13593	12863	11645	2690	2573
ENSGALG00000048461	NA	86	113	142	160	52	109
ENSGALG00000042651	KRIT1	1470	1357	1724	1623	903	688
ENSGALG00000031917	ANKIB1	445	436	478	429	476	349
ENSGALG00000009399	GATAD1	372	773	466	587	716	433
ENSGALG00000035761	NA	47	53	60	68	197	106
ENSGALG00000009410	PEX1	315	465	524	364	490	472
ENSGALG00000009467	RBM48	1023	1259	1319	1081	504	454
ENSGALG00000009473	EFCAB1	149	199	102	266	121	96
ENSGALG00000009475	FAM133B	1518	2509	1815	1756	3696	2398
ENSGALG00000009476	CDK6	2873	4096	3795	5295	7346	7806
ENSGALG00000025191	gga-mir-1650	0	0	0	0	0	0
ENSGALG00000053136	NA	0	0	0	0	1	0
ENSGALG00000009479	NA	3	0	0	0	0	0
ENSGALG00000009482	HEPACAM2	0	23	19	0	0	0
ENSGALG00000009500	VPS50	3993	3472	4189	4426	930	1475
ENSGALG00000009509	CALCR	0	0	0	0	1	0
ENSGALG00000021723	MIR489	0	0	0	0	0	0
ENSGALG00000050418	NA	0	0	0	0	0	0
ENSGALG00000009512	TFPI2	124	136	48	60	26	15
ENSGALG00000035994	NA	174	237	145	167	395	233
ENSGALG00000024485	BET1	1382	1331	1610	1572	908	577
ENSGALG00000048366	NA	0	0	0	0	0	0
ENSGALG00000053913	NA	1	0	0	0	0	0
ENSGALG00000047737	NA	4	0	2	25	0	0
ENSGALG00000009641	COL1A2	529	965	535	911	664	850
ENSGALG00000009653	CASD1	759	856	1096	984	430	509
ENSGALG00000009670	SGCE	347	321	275	356	582	552
ENSGALG00000009686	PPP1R9A	217	203	255	279	171	208
ENSGALG00000009689	PON2	557	718	536	951	383	341
ENSGALG00000009691	ASB4	0	1	0	0	0	0
ENSGALG00000026123	gga-mir-6601	0	3	0	0	0	0
ENSGALG00000009700	PDK4	281	153	215	198	3	11
ENSGALG00000009722	DYNC1I1	585	890	713	1755	670	578
ENSGALG00000009728	SLC25A13	6564	5022	6725	7979	1899	2243
ENSGALG00000009733	SEM1	9559	21256	13049	16198	21792	14146
ENSGALG00000052254	NA	0	0	18	0	19	7
ENSGALG00000050130	NA	146	136	182	98	91	112
ENSGALG00000053967	NA	28	61	28	50	39	25
ENSGALG00000023195	DLX6	71	200	113	260	599	314
ENSGALG00000009129	DLX5	1379	3075	1592	2988	5403	3928
ENSGALG00000049454	NA	0	1	6	14	0	0
ENSGALG00000027620	NA	518	640	389	660	372	430
ENSGALG00000009737	TAC1	34	61	24	95	44	30
ENSGALG00000009748	ASNS	3958	5177	4808	3225	1672	1422
ENSGALG00000009752	C1GALT1	1578	2080	2375	2339	1427	1905
ENSGALG00000010259	COL28A1	1	2	1	17	0	2
ENSGALG00000010699	MIOS	1602	1497	1779	1412	517	811
ENSGALG00000025450	gga-mir-1685	0	0	1	0	1	0
ENSGALG00000010700	RPA3	6507	8039	7278	7101	2202	3152
ENSGALG00000023189	UMAD1	3374	2643	3493	3390	358	491
ENSGALG00000035239	GLCCI1	1390	1678	1597	1198	6660	4780
ENSGALG00000010708	ICA1	1510	1091	1183	2299	895	862
ENSGALG00000050880	NA	8	52	16	15	0	1
ENSGALG00000010711	NXPH1	173	193	327	169	28	62
ENSGALG00000050930	NA	0	0	0	1	0	0
ENSGALG00000054716	NA	0	0	0	0	0	0
ENSGALG00000050841	NA	10	0	4	8	0	8
ENSGALG00000053164	NA	3	0	0	12	14	0
ENSGALG00000043637	NA	5	2	1	0	0	0
ENSGALG00000049104	NA	0	0	0	0	0	0
ENSGALG00000025999	NDUFA4	11427	21197	12734	17934	16041	13845
ENSGALG00000038041	PHF14	3352	3939	3256	3629	4900	4639
ENSGALG00000051980	NA	42	63	48	37	7	52
ENSGALG00000010718	NA	118	192	136	161	130	146
ENSGALG00000035140	TMEM106B	1647	1494	1685	1839	707	535
ENSGALG00000046693	NA	481	715	607	1021	1011	924
ENSGALG00000010722	NA	151	222	139	222	298	170
ENSGALG00000042443	NA	6072	4054	8291	10302	2828	4614
ENSGALG00000049453	NA	10	19	9	42	40	15
ENSGALG00000010770	SCIN	3058	3813	4273	10869	2016	2399
ENSGALG00000027757	ARL4A	1763	2578	2027	2598	689	843
ENSGALG00000050874	NA	0	0	0	0	0	0
ENSGALG00000052129	NA	0	0	0	0	1	0
ENSGALG00000035504	ETV1	1282	1228	1226	1337	739	627
ENSGALG00000033561	DGKB	70	77	234	151	263	191
ENSGALG00000053853	NA	0	0	0	0	0	0
ENSGALG00000051512	NA	0	0	0	0	0	0
ENSGALG00000010792	AGMO	0	0	0	21	0	0
ENSGALG00000010794	MEOX2	0	15	0	0	0	0
ENSGALG00000054958	NA	0	0	0	0	1	0
ENSGALG00000027900	RF00001	0	0	0	0	0	0
ENSGALG00000010795	CRPPA	268	224	270	329	34	94
ENSGALG00000010803	NA	22	33	20	44	1	11
ENSGALG00000036836	SOSTDC1	2089	2948	2608	2360	389	578
ENSGALG00000010804	ANKMY2	2952	3380	3456	4368	827	1163
ENSGALG00000010809	BZW2	14418	17454	15671	17313	5269	7064
ENSGALG00000027240	TSPAN13	8696	8444	9680	17242	3404	4584
ENSGALG00000010825	AGR2	331	315	363	421	246	349
ENSGALG00000048032	NA	11	5	7	422	542	373
ENSGALG00000019651	AGR3	15	30	23	816	246	361
ENSGALG00000053932	NA	0	0	0	0	0	0
ENSGALG00000051632	NA	0	0	0	0	0	0
ENSGALG00000051039	NA	5	3	0	0	0	15
ENSGALG00000010836	AHR	115	307	252	223	297	266
ENSGALG00000053570	NA	8	0	0	0	0	11
ENSGALG00000010840	SNX13	296	245	308	278	168	294
ENSGALG00000047173	NA	0	0	12	0	0	0
ENSGALG00000010854	NA	432	267	350	205	68	84
ENSGALG00000049403	NA	7	0	2	0	0	76
ENSGALG00000049804	NA	8	8	13	0	8	0
ENSGALG00000054680	NA	32	5	29	14	0	0
ENSGALG00000051476	NA	4	0	5	0	0	0
ENSGALG00000041640	TWIST1	114	303	176	16	17	15
ENSGALG00000010862	FERD3L	2	8	2	1	0	1
ENSGALG00000010863	TWISTNB	1859	3530	1969	1897	1551	1414
ENSGALG00000050357	NA	0	0	1	0	0	0
ENSGALG00000052690	NA	4	5	0	0	0	4
ENSGALG00000010865	TMEM196	131	127	100	50	34	52
ENSGALG00000051613	NA	4	0	6	1	19	12
ENSGALG00000010868	MACC1	198	108	217	696	105	308
ENSGALG00000010875	ITGB8	256	169	232	252	270	224
ENSGALG00000010901	NA	0	1	10	15	20	15
ENSGALG00000052719	NA	0	0	0	4	0	0
ENSGALG00000035725	SP8	59	114	108	78	344	188
ENSGALG00000050632	NA	86	45	31	85	36	33
ENSGALG00000039454	SP4	636	822	984	908	294	260
ENSGALG00000046860	NA	12	21	28	16	11	6
ENSGALG00000050340	NA	0	6	2	19	8	9
ENSGALG00000025582	RF00020	1	0	0	0	0	0
ENSGALG00000035978	CDCA7L	1651	3384	1841	2056	4562	3968
ENSGALG00000034024	RAPGEF5	196	99	74	190	67	120
ENSGALG00000051353	NA	0	0	0	0	0	3
ENSGALG00000047057	NA	0	0	0	6	11	0
ENSGALG00000052589	NA	1	0	1	0	1	0
ENSGALG00000010915	IL6	1	0	0	0	2	0
ENSGALG00000029856	TOMM7	2580	5903	3477	3719	5169	2934
ENSGALG00000025204	RF00606	2	10	9	8	11	13
ENSGALG00000010925	FAM126A	1489	1401	1429	2068	828	771
ENSGALG00000054972	NA	3	0	6	2	0	0
ENSGALG00000049224	NA	70	86	62	49	25	16
ENSGALG00000010938	KLHL7	560	793	975	1006	752	667
ENSGALG00000010942	NUPL2	2459	3627	2683	4197	1041	1669
ENSGALG00000043896	NA	0	0	0	0	2	0
ENSGALG00000046303	NA	0	0	0	0	0	0
ENSGALG00000049742	NA	0	0	0	0	0	0
ENSGALG00000054996	NA	0	0	0	0	0	0
ENSGALG00000053754	NA	0	0	0	0	0	0
ENSGALG00000048298	NA	0	0	0	0	0	0
ENSGALG00000049877	NA	0	0	0	0	0	0
ENSGALG00000048251	NA	0	0	0	0	0	0
ENSGALG00000010949	GPNMB	4	12	38	0	5	52
ENSGALG00000010954	MALSU1	1399	2057	1372	1460	1655	1677
ENSGALG00000010961	IGF2BP3	22725	31217	25854	30116	25040	22435
ENSGALG00000010973	TRA2A	6394	6829	7356	6935	3304	3499
ENSGALG00000010976	CCDC126	1944	2091	2431	1827	475	537
ENSGALG00000010977	FAM221A	42	51	91	79	31	17
ENSGALG00000010980	STK31	4	59	19	10	13	11
ENSGALG00000010983	NPY	384	397	113	112	109	186
ENSGALG00000053015	NA	14	0	0	6	0	0
ENSGALG00000048952	NA	7	10	0	2	0	8
ENSGALG00000010988	MPP6	1009	1390	968	978	1394	1285
ENSGALG00000010997	GSDME	469	1120	845	1113	527	356
ENSGALG00000011007	OSBPL3	359	225	384	328	176	397
ENSGALG00000011020	CYCS	31028	37553	35527	33614	12988	15324
ENSGALG00000011021	NA	0	0	0	0	0	0
ENSGALG00000011022	NPVF	0	0	0	0	0	0
ENSGALG00000053364	NA	0	0	0	0	1	31
ENSGALG00000047547	NA	14	5	3	8	4	4
ENSGALG00000018281	gga-mir-148a	0	0	0	1	0	0
ENSGALG00000011036	HNRNPA2B1	9256	18416	12292	16871	20202	16127
ENSGALG00000011038	CBX3	21393	21330	25156	25255	12597	11505
ENSGALG00000011046	SNX10	557	582	522	307	62	149
ENSGALG00000047686	NA	9	3	10	8	73	26
ENSGALG00000030081	SKAP2	1152	1504	1284	1330	873	772
ENSGALG00000053614	NA	7	18	8	4	2	2
ENSGALG00000028095	HOXA1	0	6	2	0	1	0
ENSGALG00000026247	RF01976	0	0	0	0	0	0
ENSGALG00000040521	HOXA2	19	87	18	10	16	26
ENSGALG00000027925	HOXA3	42	2	13	48	2	1
ENSGALG00000022622	HOXA4	0	0	0	3	5	1
ENSGALG00000025929	HOXA5	1	0	0	0	1	0
ENSGALG00000028908	HOXA6	2	0	0	0	0	0
ENSGALG00000026989	HOXA7	0	0	0	0	12	0
ENSGALG00000028983	HOXA9	0	0	0	0	0	0
ENSGALG00000029104	gga-mir-1732-1	0	0	0	0	0	0
ENSGALG00000028059	gga-mir-196-2	0	1	0	0	0	0
ENSGALG00000026631	HOXA10	0	0	0	0	0	1
ENSGALG00000040021	HOXA11	0	0	0	0	0	0
ENSGALG00000027148	RF02138	0	0	0	0	0	0
ENSGALG00000028875	RF02140	0	0	0	0	0	0
ENSGALG00000026579	RF02141	3	0	0	0	0	0
ENSGALG00000027234	HOXA13	0	0	0	0	0	0
ENSGALG00000027763	RF02041	0	0	0	0	0	0
ENSGALG00000049493	NA	0	0	0	0	0	0
ENSGALG00000037310	EVX1	4	0	0	0	0	0
ENSGALG00000049019	NA	0	2	3	0	0	0
ENSGALG00000033207	HIBADH	2961	2685	2907	2750	568	599
ENSGALG00000042822	TAX1BP1	4776	6307	5230	5783	3595	4067
ENSGALG00000030455	JAZF1	323	522	489	550	266	237
ENSGALG00000052473	NA	12	9	2	0	14	5
ENSGALG00000038265	CREB5	131	106	161	91	113	109
ENSGALG00000054755	NA	13	1	16	17	59	27
ENSGALG00000011145	TRIL	60	187	82	147	31	45
ENSGALG00000011164	NA	702	949	861	985	358	514
ENSGALG00000011170	WIPF3	64	114	68	217	129	129
ENSGALG00000011176	SCRN1	3582	4255	3961	6045	1448	1780
ENSGALG00000011181	FKBP14	144	209	216	258	333	231
ENSGALG00000011185	PLEKHA8	107	110	136	147	235	252
ENSGALG00000011202	COLQ	21	1	2	4	12	47
ENSGALG00000054805	NA	0	0	1	0	0	0
ENSGALG00000049570	NA	27	3	1	0	0	6
ENSGALG00000011211	HACL1	1035	869	1048	1066	120	427
ENSGALG00000011216	BTD	715	532	869	432	107	280
ENSGALG00000011226	ANKRD28	1809	1795	1935	2054	1972	1674
ENSGALG00000011235	GALNT15	63	41	72	17	198	108
ENSGALG00000050604	NA	64	14	85	7	312	277
ENSGALG00000011237	DPH3P1	1108	1058	1319	1124	514	642
ENSGALG00000011239	OXNAD1	2329	2110	2286	1893	548	642
ENSGALG00000011241	RFTN1	40	199	125	160	161	81
ENSGALG00000011243	DAZL	42	24	95	79	0	5
ENSGALG00000048739	NA	3	0	0	12	3	2
ENSGALG00000051079	NA	0	0	0	0	0	0
ENSGALG00000011248	PLCL2	182	163	292	179	363	304
ENSGALG00000053190	NA	13	8	16	4	23	71
ENSGALG00000011251	TBC1D5	384	329	460	326	542	613
ENSGALG00000049064	NA	0	0	0	0	0	0
ENSGALG00000034267	NA	0	0	0	0	0	0
ENSGALG00000011254	SATB1	1904	1362	1505	1421	384	424
ENSGALG00000049978	NA	104	55	197	226	111	55
ENSGALG00000048994	NA	0	0	5	4	0	0
ENSGALG00000049904	NA	0	0	0	0	0	0
ENSGALG00000011262	KCNH8	0	0	0	0	0	0
ENSGALG00000048569	NA	0	0	0	0	0	0
ENSGALG00000011267	NA	0	12	0	0	0	0
ENSGALG00000011272	RAB5A	3342	3417	4331	5898	1419	1442
ENSGALG00000044362	PP2D1	0	21	20	2	42	36
ENSGALG00000011278	KAT2B	53	83	128	115	276	143
ENSGALG00000011281	SGO1	3734	3747	4099	3990	1143	1736
ENSGALG00000052170	NA	0	0	0	0	0	0
ENSGALG00000048155	NA	0	0	0	2	0	0
ENSGALG00000053700	NA	0	2	14	0	2	34
ENSGALG00000054796	NA	0	0	0	0	0	0
ENSGALG00000049179	NA	1	0	3	0	0	0
ENSGALG00000054026	NA	8	14	5	4	11	21
ENSGALG00000011283	NA	229	223	204	245	136	225
ENSGALG00000054990	NA	3	1	8	3	1	0
ENSGALG00000051501	NA	0	0	3	0	0	0
ENSGALG00000051642	NA	0	0	3	5	23	57
ENSGALG00000048219	NA	0	0	0	0	0	0
ENSGALG00000033593	UBE2E2	597	755	730	600	631	382
ENSGALG00000017912	RF00003	0	1	0	0	0	0
ENSGALG00000011286	UBE2E1	225	291	269	244	1261	462
ENSGALG00000011289	NKIRAS1	702	1061	856	699	459	598
ENSGALG00000011290	RPL15	45238	80852	47683	53673	106935	75300
ENSGALG00000011291	NR1D2	890	985	832	692	621	758
ENSGALG00000011294	THRB	0	5	3	73	35	43
ENSGALG00000025834	RF02271	0	0	0	0	0	0
ENSGALG00000011298	RARB	1956	1497	1707	2573	1436	1556
ENSGALG00000027718	RF02271	1	0	11	5	2	0
ENSGALG00000011300	TOP2B	3023	4470	3941	3541	5535	5634
ENSGALG00000011304	NGLY1	3801	3705	4309	3758	1159	1000
ENSGALG00000011312	OXSM	930	943	857	1314	175	224
ENSGALG00000033901	NA	0	1	0	0	0	0
ENSGALG00000051015	NA	0	0	0	0	1	1
ENSGALG00000011314	LRRC3B	100	69	88	170	36	43
ENSGALG00000011322	NEK10	34	10	62	3	36	47
ENSGALG00000011405	SLC4A7	1394	1767	1770	1365	1685	1419
ENSGALG00000027247	EOMES	10	37	30	43	1	55
ENSGALG00000046816	NA	0	0	0	0	0	0
ENSGALG00000051180	NA	0	0	0	1	54	0
ENSGALG00000025811	NA	1651	2005	2007	2149	1260	1114
ENSGALG00000036148	NA	9	33	77	21	95	28
ENSGALG00000011428	AZI2	309	320	397	363	178	283
ENSGALG00000011439	RBMS3	551	746	966	657	418	781
ENSGALG00000053702	NA	62	13	47	26	132	137
ENSGALG00000049076	NA	42	3	72	5	53	79
ENSGALG00000046834	NA	0	0	0	0	0	6
ENSGALG00000048622	NA	0	9	3	1	0	1
ENSGALG00000048510	NA	0	0	0	0	0	0
ENSGALG00000011442	TGFBR2	40	32	10	11	16	30
ENSGALG00000011447	GADL1	30	24	9	26	8	37
ENSGALG00000011465	STT3B	2821	4366	3527	5812	1895	3103
ENSGALG00000050427	OSBPL10	287	284	305	203	444	258
ENSGALG00000025305	gga-mir-1622	0	0	7	0	4	1
ENSGALG00000011481	GPD1L	976	903	1404	1366	78	152
ENSGALG00000011484	CMTM8	3119	5061	3946	6733	3308	3507
ENSGALG00000011488	CMTM7	311	340	368	593	151	355
ENSGALG00000011490	CMTM6	138	91	112	217	45	115
ENSGALG00000011491	DYNC1LI1	6651	7245	7104	6683	3012	3072
ENSGALG00000011494	CNOT10	3280	2640	3286	3221	1743	1811
ENSGALG00000019622	TRIM71	8103	9580	10351	7538	8972	10137
ENSGALG00000011498	TCAIM	651	839	714	711	1094	853
ENSGALG00000054787	NA	9	2	49	12	49	4
ENSGALG00000052964	NA	0	5	5	0	3	47
ENSGALG00000018283	gga-mir-138-1	4	1	11	0	4	15
ENSGALG00000050387	NA	0	0	5	0	0	0
ENSGALG00000040363	ABHD4	747	666	580	460	168	195
ENSGALG00000042371	ANO10	207	184	233	201	84	127
ENSGALG00000039920	SNRK	177	264	266	138	141	210
ENSGALG00000047614	NA	51	50	30	28	0	23
ENSGALG00000011518	POMGNT2	176	680	325	487	355	496
ENSGALG00000037533	NA	169	303	252	214	126	171
ENSGALG00000043379	RPL14	13043	28203	15018	18576	33645	19528
ENSGALG00000030493	ENTPD3	56	113	82	117	53	34
ENSGALG00000030552	NA	2539	2731	2818	2526	871	931
ENSGALG00000036807	NOD1	375	207	445	237	223	420
ENSGALG00000031163	ZNRF2	26	29	37	58	205	133
ENSGALG00000029724	MTURN	1072	1602	1165	1283	562	606
ENSGALG00000025386	gga-mir-1723	317	245	337	311	494	261
ENSGALG00000033379	EAF1	1752	1540	1668	1656	136	206
ENSGALG00000040665	METTL6	2526	2153	2481	2048	586	952
ENSGALG00000039337	SH3BP5	217	313	327	464	768	504
ENSGALG00000052604	NA	80	92	92	190	159	193
ENSGALG00000041731	CAPN7	181	275	203	485	214	309
ENSGALG00000054423	NA	7	2	0	0	14	0
ENSGALG00000047341	NA	8	0	0	24	7	3
ENSGALG00000047663	NA	0	0	0	0	0	0
ENSGALG00000035854	NA	0	3	0	27	15	21
ENSGALG00000040917	PIK3R4	690	651	777	898	534	530
ENSGALG00000034340	ATP2C1	4093	4024	3930	4878	506	1353
ENSGALG00000036171	NA	44	86	72	35	108	200
ENSGALG00000037242	NA	5	3	24	0	1	0
ENSGALG00000055090	NA	329	298	291	314	118	164
ENSGALG00000048007	NA	0	4	12	14	26	0
ENSGALG00000046890	NA	0	0	6	0	0	17
ENSGALG00000049753	NA	61	71	84	215	210	55
ENSGALG00000040873	MRPL3	1132	1917	1060	1533	1455	1405
ENSGALG00000029235	CPNE4	242	255	194	420	232	231
ENSGALG00000052910	NA	2	0	9	9	4	0
ENSGALG00000030322	NA	0	0	0	3	0	4
ENSGALG00000053151	NA	0	1	8	10	11	0
ENSGALG00000043415	ACPP	53	53	83	26	3	7
ENSGALG00000035068	DNAJC13	1578	1726	2021	1895	1494	1835
ENSGALG00000035949	ACAD11	2921	2954	2326	3623	605	740
ENSGALG00000041491	ACKR4	21	33	66	1	29	33
ENSGALG00000032382	UBA5	109	152	179	125	361	271
ENSGALG00000049587	NA	113	144	112	121	191	97
ENSGALG00000034586	NA	28	40	27	89	70	111
ENSGALG00000036412	TMEM108	2202	3151	2544	2776	831	1293
ENSGALG00000034585	BFSP2	765	1091	668	429	126	134
ENSGALG00000032316	CDV3	6098	9207	7348	7652	7941	6305
ENSGALG00000034461	TOPBP1	1278	1318	1169	1458	1324	1563
ENSGALG00000037077	CCR5	0	0	0	25	0	5
ENSGALG00000050893	CCR2	0	0	0	0	0	1
ENSGALG00000011734	CCR8L	0	0	0	0	0	0
ENSGALG00000011735	XCR1	0	0	0	0	0	4
ENSGALG00000040212	FYCO1	304	344	200	569	640	1004
ENSGALG00000011808	CCR9	0	0	0	0	0	0
ENSGALG00000054523	LZTFL1	421	733	524	541	646	487
ENSGALG00000039333	SLC6A20	0	0	6	11	27	8
ENSGALG00000041334	SNRPD1	8065	17057	9396	12333	8872	8012
ENSGALG00000040902	SACM1L	1195	1258	1281	1277	1316	856
ENSGALG00000035623	LIMD1	639	1359	768	1649	626	985
ENSGALG00000036309	LARS2	3091	2543	2097	3097	1384	1459
ENSGALG00000034326	TMEM158	7	33	1	36	173	69
ENSGALG00000040447	CDCP1	881	1013	1169	1103	518	654
ENSGALG00000030969	CLEC3B	107	501	272	659	233	393
ENSGALG00000030084	EXOSC7	8574	9426	8031	8599	2887	3701
ENSGALG00000029266	ZDHHC3	574	732	501	1376	592	609
ENSGALG00000033171	TGM4	7	1	11	0	0	1
ENSGALG00000047642	TMEM42	17	31	66	34	0	12
ENSGALG00000036645	KIF15	6611	5917	6627	6570	6198	5922
ENSGALG00000035952	KIAA1143	2719	3389	3468	3553	1633	1197
ENSGALG00000052060	NA	1	0	0	1	0	0
ENSGALG00000054965	NA	0	0	0	1	0	2
ENSGALG00000048344	NA	0	0	0	0	0	0
ENSGALG00000051182	NA	12	10	0	0	3	5
ENSGALG00000037203	CTNNB1	9055	11462	9361	12848	5642	5925
ENSGALG00000036110	NA	40	65	64	38	119	80
ENSGALG00000053882	NA	74	65	64	39	112	56
ENSGALG00000048965	NA	20	31	31	18	23	7
ENSGALG00000033698	NA	197	100	176	126	46	39
ENSGALG00000049683	NA	203	137	275	201	65	83
ENSGALG00000039440	NA	69	36	100	44	7	15
ENSGALG00000038733	TRAK1	416	604	714	394	258	311
ENSGALG00000029788	CCK	33	101	78	85	102	102
ENSGALG00000049736	NA	0	0	0	0	0	0
ENSGALG00000038646	EIF1B	3368	3577	3590	3698	1032	1319
ENSGALG00000054003	NA	0	0	0	0	0	0
ENSGALG00000049942	gga-mir-7457	0	0	0	0	0	0
ENSGALG00000043381	NA	489	555	614	860	556	648
ENSGALG00000041372	NA	33	16	18	8	2	43
ENSGALG00000030855	NA	2	0	0	0	0	1
ENSGALG00000053093	NA	0	0	0	0	0	0
ENSGALG00000051784	NA	1	0	0	0	3	5
ENSGALG00000042706	TMC2	2	5	4	0	2	25
ENSGALG00000035079	RPSAP58	79104	129123	82374	99337	112816	82108
ENSGALG00000017838	RF00091	19	13	11	7	16	14
ENSGALG00000017839	RF00091	1	0	0	16	0	0
ENSGALG00000041275	SLC25A38	51	58	53	49	2	18
ENSGALG00000038069	CCR8	0	19	1	0	3	6
ENSGALG00000053738	NA	0	0	4	0	8	0
ENSGALG00000038000	CX3CR1	0	0	0	1	0	0
ENSGALG00000039146	CCR4	11	7	12	23	2	28
ENSGALG00000040028	GLB1	5546	3547	5247	5001	921	1169
ENSGALG00000050380	TMPPE	574	418	504	488	15	4
ENSGALG00000017790	RF00001	1	2	0	0	0	0
ENSGALG00000034163	CRTAP	965	1106	978	1495	642	1101
ENSGALG00000042289	SUSD5	2	0	7	11	14	3
ENSGALG00000030175	FBXL2	769	912	787	1377	1151	1223
ENSGALG00000035630	UBP1	2194	1910	1979	1698	467	633
ENSGALG00000032647	CLASP2	1894	1992	1925	1750	1186	1452
ENSGALG00000030111	NA	15	59	35	6	31	16
ENSGALG00000033500	PDCD6IP	8970	7188	9057	8500	791	1177
ENSGALG00000043227	NA	0	0	0	0	0	0
ENSGALG00000048800	NA	61	67	110	70	34	54
ENSGALG00000053809	NA	0	0	1	0	2	0
ENSGALG00000048548	NA	0	0	0	0	0	0
ENSGALG00000025546	NA	0	0	0	0	0	0
ENSGALG00000043240	ARPP21	794	853	934	1038	1065	746
ENSGALG00000018284	gga-mir-128-2	0	0	0	0	0	2
ENSGALG00000046762	NA	0	0	0	0	0	5
ENSGALG00000050168	NA	2	0	0	0	0	0
ENSGALG00000049419	NA	11	0	0	0	0	0
ENSGALG00000039092	STAC	23	41	11	0	9	10
ENSGALG00000052614	NA	0	0	0	0	0	0
ENSGALG00000051827	NA	6	0	0	0	0	0
ENSGALG00000034493	DCLK3	37	111	18	81	142	56
ENSGALG00000037629	TRANK1	930	1052	1054	802	483	779
ENSGALG00000039169	MLH1	117	205	223	110	113	195
ENSGALG00000033038	STARD3NL	1098	1201	1348	1236	672	581
ENSGALG00000046957	NA	0	0	11	0	7	4
ENSGALG00000052995	NA	0	0	0	0	0	0
ENSGALG00000042063	NA	131	158	139	185	102	96
ENSGALG00000049164	NA	60	33	31	40	66	52
ENSGALG00000031997	SFRP4	100	132	52	37	21	43
ENSGALG00000029677	NME8	0	0	0	38	30	2
ENSGALG00000054179	NA	0	0	0	0	0	0
ENSGALG00000029256	NA	0	0	1	0	0	0
ENSGALG00000012080	NA	0	0	0	0	0	0
ENSGALG00000046643	NA	0	0	0	0	0	1
ENSGALG00000032363	GPR141	0	0	0	0	0	0
ENSGALG00000054567	NA	0	0	0	0	0	0
ENSGALG00000035492	ELMO1	1357	1539	1664	745	704	695
ENSGALG00000035505	AOAH	41	3	77	34	51	22
ENSGALG00000043642	ANLN	3864	3686	4354	4028	1987	2205
ENSGALG00000036301	KIAA0895	307	464	345	477	111	187
ENSGALG00000039983	EEPD1	210	268	155	238	209	134
ENSGALG00000032830	SEPT7	2845	4546	3885	4460	8411	5446
ENSGALG00000053088	NA	0	17	0	8	0	3
ENSGALG00000040364	HERPUD2	1103	1867	1660	1617	1884	1516
ENSGALG00000032131	NA	2	0	1	0	1	6
ENSGALG00000048096	NA	7	0	0	0	0	0
ENSGALG00000051087	NA	0	0	0	0	0	0
ENSGALG00000032097	TBX20	13	4	0	7	2	0
ENSGALG00000055037	NA	0	0	6	1	0	0
ENSGALG00000038978	NA	713	1057	863	743	915	685
ENSGALG00000041820	NPSR1	1	5	6	8	5	2
ENSGALG00000054668	NA	0	0	0	0	7	0
ENSGALG00000029811	BMPER	207	154	188	350	428	235
ENSGALG00000052206	NA	0	0	3	0	8	0
ENSGALG00000031650	BBS9	1446	1415	1652	1339	849	1144
ENSGALG00000031397	NT5C3A	5665	5994	6419	6182	2271	2704
ENSGALG00000037669	FKBP9	2299	4205	2888	5475	4599	4665
ENSGALG00000035453	NA	115	172	139	133	465	368
ENSGALG00000041407	NA	6	3	1	1	8	29
ENSGALG00000038704	KBTBD2	1720	1935	2002	2868	1714	1216
ENSGALG00000041568	AVL9	1116	879	1076	1203	13	275
ENSGALG00000041625	LSM5	5400	5842	5230	6054	1526	1808
ENSGALG00000047068	NA	0	0	0	0	0	0
ENSGALG00000039935	PDE1C	656	578	665	217	203	214
ENSGALG00000052062	NA	0	0	10	7	5	0
ENSGALG00000036390	PPP1R17	323	422	302	310	174	146
ENSGALG00000049788	NA	14	16	0	11	1	9
ENSGALG00000054262	ITPRID1	17	9	12	11	0	66
ENSGALG00000030287	NEUROD6	0	0	0	0	22	3
ENSGALG00000029378	ITGA9	451	382	297	1482	981	1247
ENSGALG00000041114	GOLGA4	1375	1901	1813	1822	4394	3764
ENSGALG00000033102	LRRFIP2	721	1421	1194	1181	1374	1371
ENSGALG00000031978	TARP	2	4	0	0	5	11
ENSGALG00000045639	NA	0	0	3	0	1	0
ENSGALG00000032958	AMPH	39	82	83	30	143	136
ENSGALG00000031635	VPS41	2667	2617	3034	4428	957	1135
ENSGALG00000050103	NA	1	0	0	0	0	1
ENSGALG00000027816	RF02271	0	0	0	0	0	0
ENSGALG00000031713	NA	0	13	0	22	5	6
ENSGALG00000054858	NA	0	0	0	0	0	0
ENSGALG00000043636	YAE1	898	691	965	975	151	309
ENSGALG00000037112	NA	62	53	100	71	90	67
